ID,text,created_at,retweets (rt),favorites (fav),sum (rt+fav),norm rt,norm fav,score (norm sum),media,mention,hashtag,length,class4 (split 4),class2 (split 2),pred score,pred norm rt,pred norm fav,,pred sum1 (denormalised pred score),pred class4,correct class?,,,pred class2,correct class?,,pred rt,pred fav,pred sum2 (pred rt + pred fav),pred class4,correct class?,,pred class2,correct class?,,sum err sq,rt err sq,fav err sq,,,mse sum,mse rt,mse fav,,,
2920,la times- usc dornsife sunday poll: donald trump retains 2 point lead over,09/10/2016 16:02,9954,22434,32388,0.058981424,0.056447874,0.064433325,1,0,0,74,LP,U,5.43E-02,3.81E-02,5.11E-02,,27405.93978,LP,1,,,U,1,,6681.0024,20346.0241,27027.0265,LP,1,,U,1,,1.03E-04,4.36E-04,2.86E-05,,,,,,,,
2921,amazingly with all of the money i have raised for the vets i have got nothing but bad publicity from the dishonest and disgusting media.,24/05/2016 02:50,7898,24457,32355,0.046798803,0.061629328,0.064366256,0,0,0,136,LP,U,7.54E-02,7.37E-02,7.24E-02,,37780.13646,LP,1,,,U,1,,12679.7448,28662.2044,41341.9492,LP,1,,U,1,,1.22E-04,7.24E-04,1.16E-04,,,,,,,,
2922,donna brazile shreds obama economy - acting dnc chair says 'people are more in despair about how things are',21/10/2016 22:36,11455,20842,32297,0.067875448,0.052370329,0.064248376,1,0,0,108,LP,U,1.72E-01,1.05E-01,1.73E-01,,85210.52131,P,0,,,P,0,,17953.92,67939.563,85893.483,P,0,,P,0,,1.16E-02,1.38E-03,1.46E-02,,,,,,,,
2923,it is so great to be back home! looking forward to a great rally tonight in bethpage long island!,06/04/2016 16:40,7135,25143,32278,0.042277723,0.06338636,0.06420976,0,0,0,97,LP,U,8.63E-02,5.03E-02,9.57E-02,,43147.59222,LP,1,,,U,1,,8736.7512,37759.2467,46495.9979,P,0,,P,0,,4.88E-04,6.44E-05,1.04E-03,,,,,,,,
2924,thank you to teachers across america! when i become potus we will make education a far more important component of our life than it is now.,06/05/2016 16:08,8197,24070,32267,0.048570497,0.060638115,0.064187404,0,0,0,139,LP,U,2.73E-02,1.56E-02,2.72E-02,,14133.8876,U,0,,,U,1,,2889.6624,11014.7232,13904.3856,U,0,,U,1,,1.36E-03,1.09E-03,1.12E-03,,,,,,,,
2925,thank you america - great #commanderinchiefforum polls!,08/09/2016 09:59,9464,22802,32266,0.056077978,0.057390422,0.064185372,1,0,1,55,LP,U,5.82E-02,3.57E-02,5.33E-02,,29336.22558,LP,1,,,U,1,,6276.5928,21204.9723,27481.5651,LP,1,,U,1,,3.58E-05,4.15E-04,1.67E-05,,,,,,,,
2926,mika brzezinski: dem criticism of comey reinforcing idea ?there?s something,01/11/2016 21:28,10619,21633,32252,0.062921814,0.054396295,0.064156918,1,0,0,75,LP,U,5.39E-02,3.49E-02,5.44E-02,,27184.13119,LP,1,,,U,1,,6141.7896,21634.4464,27776.236,LP,1,,U,1,,1.05E-04,7.85E-04,1.37E-11,,,,,,,,
2927,just announced that as many as 5000 isis fighters have infiltrated europe. also many in u.s. i told you so! i alone can fix this problem!,24/03/2016 15:52,9493,22754,32247,0.056249815,0.057267481,0.064146756,0,0,0,137,LP,U,1.76E-01,1.16E-01,1.80E-01,,87048.21211,P,0,,,P,0,,19807.464,70672.58,90480.044,P,0,,P,0,,1.25E-02,3.57E-03,1.51E-02,,,,,,,,
2928,"very ironic: ""in 2010 video clinton lectured underlings on cybersecurity and guarding ?sensitive information?""",21/10/2016 22:10,11456,20788,32244,0.067881374,0.052232021,0.064140659,1,0,0,110,LP,U,4.99E-02,7.07E-02,1.51E-02,,25226.82958,LP,1,,,U,1,,12174.2328,6290.5081,18464.7409,U,0,,U,1,,2.03E-04,7.94E-06,1.38E-03,,,,,,,,
2929,lyin' ted cruz consistently said that he will and must win indiana. if he doesn't he should drop out of the race-stop wasting time money,03/05/2016 23:08,6909,25328,32237,0.040938583,0.063860196,0.064126432,0,0,0,136,LP,U,1.39E-01,8.48E-02,1.40E-01,,68894.90164,P,0,,,P,0,,14550.1392,55055.34,69605.4792,P,0,,P,0,,5.61E-03,1.92E-03,5.80E-03,,,,,,,,
2930,i?m not proud of my locker room talk. but this world has serious problems. we need serious leaders. #debate #bigleaguetruth,10/10/2016 01:13,8201,23998,32199,0.048594199,0.060453704,0.0640492,0,0,1,123,LP,U,1.90E-01,1.32E-01,1.87E-01,,94240.27875,VP,0,,,P,0,,22503.528,73405.597,95909.125,VP,0,,P,0,,1.59E-02,6.96E-03,1.60E-02,,,,,,,,
2931,we only want to admit those who love our people and support our values. #americafirst,26/06/2016 02:37,8342,23846,32188,0.04942968,0.06006439,0.064026844,0,0,1,85,LP,U,1.05E-01,5.86E-02,8.21E-02,,52588.30008,P,0,,,P,0,,10135.3344,32449.3851,42584.7195,LP,1,,U,1,,1.68E-03,8.41E-05,4.86E-04,,,,,,,,
2932,i will be in cincinnati ohio tomorrow night at 7:30pm- join me! #ohiovotesearly #votetrumppence16 tickets:?,12/10/2016 22:59,8919,23203,32122,0.052848636,0.058417492,0.063892705,1,0,1,107,LP,U,3.85E-02,1.05E-02,2.99E-02,,19645.90514,U,0,,,U,1,,2030.292,12068.8869,14099.1789,U,0,,U,1,,6.45E-04,1.79E-03,8.13E-04,,,,,,,,
2933,my childcare plan makes a difference for working families - more money more freedom. #americafirst means?,04/10/2016 19:48,9198,22836,32034,0.054501822,0.057477506,0.063713854,1,0,1,105,LP,U,7.31E-02,3.90E-02,6.76E-02,,36635.06506,LP,1,,,U,1,,6832.656,26788.1356,33620.7916,LP,1,,U,1,,8.81E-05,2.40E-04,1.02E-04,,,,,,,,
2934,i have millions more votes/hundreds more dels than cruz or kasich and yet am not being treated properly by the republican party or the rnc.,29/03/2016 14:16,7568,24460,32028,0.044843421,0.061637011,0.063701659,0,0,0,139,LP,U,6.52E-02,7.81E-02,3.85E-02,,32754.96892,LP,1,,,U,1,,13421.1624,15426.5935,28847.7559,LP,1,,U,1,,2.25E-06,1.11E-03,5.35E-04,,,,,,,,
2935,i am watching crooked hillary speak. same old stuff our country needs change!,29/07/2016 17:43,6821,25206,32027,0.040417148,0.06354772,0.063699627,0,0,0,77,LP,U,1.14E-01,6.90E-02,1.15E-01,,56870.39818,P,0,,,P,0,,11887.776,45294.565,57182.341,P,0,,P,0,,2.53E-03,8.17E-04,2.65E-03,,,,,,,,
2936,i will be watching the great governor @mike_pence and live tweeting the vp debate tonight starting at 8:30pm est! enjoy!,04/10/2016 19:40,7201,24813,32014,0.0426688,0.06254114,0.063673206,0,1,0,120,LP,U,1.02E-01,5.31E-02,9.93E-02,,50748.54904,P,0,,,P,0,,9208.5624,39164.7983,48373.3607,P,0,,P,0,,1.47E-03,1.09E-04,1.35E-03,,,,,,,,
2937,thank you to the great crowd of supporters in newtown pennsylvania. get out vote on 11/8/16. lets #maga! watch:?,22/10/2016 00:58,9518,22462,31980,0.05639795,0.05651959,0.063604104,1,0,1,112,LP,U,5.32E-02,2.44E-02,5.13E-02,,26855.60657,LP,1,,,U,1,,4372.4976,20424.1103,24796.6079,U,0,,U,1,,1.08E-04,1.02E-03,2.72E-05,,,,,,,,
2938,while under no obligation to do so i have raised between 5 6 million dollars including 1million dollars from me for our veterans. nice!,24/05/2016 02:38,7036,24921,31957,0.041691109,0.062817758,0.063557359,0,0,0,135,LP,U,1.39E-01,9.69E-02,1.36E-01,,69036.96971,P,0,,,P,0,,16589.0376,53493.616,70082.6536,P,0,,P,0,,5.69E-03,3.05E-03,5.36E-03,,,,,,,,
2939,crooked hillary clinton just can't close the deal with bernie. i had to knock out 16 very good and smart candidates. hillary doesn't have it,25/05/2016 13:14,7748,24205,31953,0.045909993,0.060983887,0.063549229,0,0,0,140,LP,U,1.19E-01,7.84E-02,1.18E-01,,59455.48417,P,0,,,P,0,,13471.7136,46465.858,59937.5716,P,0,,P,0,,3.07E-03,1.06E-03,3.25E-03,,,,,,,,
2940,working hard on the biggest tax cut in u.s. history. great support from so many sides. big winners will be the middle class business jobs,25/10/2017 11:35,5858,26069,31927,0.034710989,0.065758098,0.063496386,0,0,0,137,LP,U,1.44E-01,9.96E-02,1.37E-01,,71564.65513,P,0,,,P,0,,17043.9984,53884.047,70928.0454,P,0,,P,0,,6.48E-03,4.21E-03,5.08E-03,,,,,,,,
2941,bad performance by crooked hillary clinton! reading poorly from the telepromter! she doesn't even look presidential!,02/06/2016 19:18,7843,24077,31920,0.046472906,0.060656044,0.06348216,0,0,0,116,LP,U,6.23E-02,3.44E-02,8.00E-02,,31319.98943,LP,1,,,U,1,,6057.5376,31629.48,37687.0176,LP,1,,U,1,,1.40E-06,1.46E-04,3.74E-04,,,,,,,,
2942,thank you to all of our law enforcement officers - across america! #lesm #maga,15/09/2016 14:50,8605,23284,31889,0.05098806,0.058624955,0.063419155,1,0,1,78,LP,U,5.94E-02,4.58E-02,5.84E-02,,29934.05045,LP,1,,,U,1,,7978.4832,23196.1704,31174.6536,LP,1,,U,1,,1.62E-05,2.69E-05,5.06E-08,,,,,,,,
2943,usss did an excellent job stopping the maniac running to the stage. he has ties to isis. should be in jail!,12/03/2016 23:41,10882,20991,31873,0.064480194,0.052751959,0.063386637,1,0,0,107,LP,U,1.18E-01,5.48E-02,1.05E-01,,58622.42803,P,0,,,P,0,,9495.0192,41390.255,50885.2742,P,0,,P,0,,2.98E-03,9.37E-05,2.73E-03,,,,,,,,
2944,just like i have warned from the beginning crooked hillary clinton will betray you on the tpp.,27/07/2016 03:01,9812,22054,31866,0.058140017,0.055474591,0.06337241,1,0,0,94,LP,U,1.24E-01,7.01E-02,1.25E-01,,61592.8545,P,0,,,P,0,,12073.1304,49198.875,61272.0054,P,0,,P,0,,3.68E-03,1.43E-04,4.83E-03,,,,,,,,
2945,just leaving mechanicsburg pa. incredible crowd-- so enthusiastic! will be back soon. #maga,02/08/2016 01:58,7160,24701,31861,0.042425858,0.062254278,0.063362248,1,0,1,91,LP,U,7.35E-02,4.81E-02,7.00E-02,,36851.02289,LP,1,,,U,1,,8366.0424,27725.17,36091.2124,LP,1,,U,1,,1.03E-04,3.22E-05,6.00E-05,,,,,,,,
2946,report raises questions about ?clinton cash? from russians during ?reset',02/08/2016 19:38,10972,20882,31854,0.06501348,0.05247278,0.063348021,1,0,0,73,LP,U,7.31E-02,5.17E-02,6.92E-02,,36664.7808,LP,1,,,U,1,,8972.6568,27412.8252,36385.482,LP,1,,U,1,,9.51E-05,1.77E-04,2.80E-04,,,,,,,,
2947,yet more evidence of a media-rigged election:,17/10/2016 22:46,11990,19864,31854,0.071045537,0.049865405,0.063348021,1,0,0,45,LP,U,6.91E-02,4.22E-02,6.54E-02,,34695.50639,LP,1,,,U,1,,7371.8688,25929.1874,33301.0562,LP,1,,U,1,,3.31E-05,8.32E-04,2.41E-04,,,,,,,,
2948,#makeamericagreatagain#trumppence16,24/07/2016 00:38,8162,23670,31832,0.048363108,0.059613607,0.063303308,1,0,1,35,LP,U,2.21E-02,8.49E-03,1.18E-02,,11551.277,U,0,,,U,1,,1691.59896,5002.0858,6693.68476,U,0,,U,1,,1.70E-03,1.59E-03,2.29E-03,,,,,,,,
2949,obama has blocked ice officers and bp from doing their jobs. that ends when i am president!,26/06/2016 02:40,8185,23629,31814,0.048499393,0.059508594,0.063266725,0,0,0,91,LP,U,6.68E-02,3.61E-02,7.21E-02,,33530.23224,LP,1,,,U,1,,6343.9944,28545.0751,34889.0695,LP,1,,U,1,,1.25E-05,1.54E-04,1.59E-04,,,,,,,,
2950,michael morell the lightweight former acting director of c.i.a. and a man who has made serious bad calls is a total clinton flunky!,07/08/2016 23:09,7653,24140,31793,0.04534708,0.060817404,0.063224044,0,0,0,131,LP,U,1.06E-01,6.37E-02,1.06E-01,,52819.87095,P,0,,,P,0,,10994.7048,41780.686,52775.3908,P,0,,P,0,,1.83E-03,3.37E-04,2.04E-03,,,,,,,,
2951,"interesting how president obama so haltingly said i ""would never be president"" - this from perhaps the worst president in u.s. history!",17/02/2016 11:08,9053,22731,31784,0.053642639,0.057208572,0.063205753,0,0,0,135,LP,U,1.09E-01,6.59E-02,1.10E-01,,54544.75119,P,0,,,P,0,,11365.4136,43342.41,54707.8236,P,0,,P,0,,2.10E-03,1.50E-04,2.79E-03,,,,,,,,
2952,bernie sanders must really dislike crooked hillary after the way she played him. many of his supporters because of trade will come to me.,09/06/2016 01:46,7333,24413,31746,0.043450953,0.061516632,0.063128521,0,0,0,137,LP,U,1.43E-01,9.26E-02,1.41E-01,,70864.47666,P,0,,,P,0,,15864.4704,55445.771,71310.2414,P,0,,P,0,,6.38E-03,2.42E-03,6.32E-03,,,,,,,,
2953,thank you ohio! just landed in canton for a rally at the civic center. join me at 7pm:,14/09/2016 21:24,7996,23750,31746,0.047379492,0.059818508,0.063128521,1,0,0,86,LP,U,7.05E-02,4.98E-02,6.67E-02,,35393.25804,LP,1,,,U,1,,8652.4992,26436.7477,35089.2469,LP,1,,U,1,,5.43E-05,5.86E-06,4.74E-05,,,,,,,,
2954,hillary clinton's open borders immigration policies will drive down wages for all americans - and make everyone less safe.,21/06/2016 16:44,8920,22799,31719,0.052854561,0.057382739,0.063073646,0,0,0,122,LP,U,1.66E-01,1.18E-01,1.64E-01,,82338.11718,P,0,,,P,0,,20144.472,64425.684,84570.156,P,0,,P,0,,1.06E-02,4.24E-03,1.14E-02,,,,,,,,
2955,'huma abedin told clinton her secret email account caused,23/10/2016 02:05,11734,19967,31701,0.069528634,0.050129216,0.063037063,1,0,0,57,LP,U,2.75E-02,1.91E-02,2.56E-02,,14238.54888,U,0,,,U,1,,3479.4264,10390.0336,13869.46,U,0,,U,1,,1.26E-03,2.54E-03,6.02E-04,,,,,,,,
2956,icymi: pence: i ran a state that worked; kaine ran a state that failed.,05/10/2016 02:12,8819,22875,31694,0.052256096,0.057577395,0.063022836,1,0,0,71,LP,U,3.75E-02,6.09E-02,3.33E-02,,19127.40839,U,0,,,U,1,,10522.8936,13396.3523,23919.2459,U,0,,U,1,,6.51E-04,7.47E-05,5.89E-04,,,,,,,,
2957,thank you for the incredible support this morning tampa florida! #icymi- watch here:,05/11/2016 20:06,8224,23453,31677,0.048730483,0.05905781,0.062988285,1,0,1,84,LP,U,1.23E-02,7.72E-03,1.13E-02,,6713.766126,U,0,,,U,1,,1561.85088,4806.8703,6368.72118,U,0,,U,1,,2.57E-03,1.68E-03,2.28E-03,,,,,,,,
2958,the protesters blocked a major highway yesterday delaying entry to my rally in arizona by hours and the media blames my supporters!,20/03/2016 18:52,8329,23329,31658,0.04935265,0.058740213,0.06294967,0,0,0,131,LP,U,1.40E-01,6.92E-02,1.36E-01,,69548.96316,P,0,,,P,0,,11921.4768,53493.616,65415.0928,P,0,,P,0,,5.94E-03,3.94E-04,5.97E-03,,,,,,,,
2959,dishonest media is trying their absolute best to depict a star in a tweet as the star of david rather than a sheriff's star or plain star!,04/07/2016 13:42,7368,24255,31623,0.043658341,0.061111951,0.062878535,0,0,0,138,LP,U,6.59E-02,2.61E-02,7.73E-02,,33119.15352,LP,1,,,U,1,,4658.9544,30575.3163,35234.2707,LP,1,,U,1,,9.13E-06,3.08E-04,2.62E-04,,,,,,,,
2960,#obamacarefail,29/10/2016 17:02,11196,20427,31623,0.06634077,0.051307401,0.062878535,1,0,1,14,LP,U,1.31E-02,8.10E-03,1.69E-02,,7152.630033,U,0,,,U,1,,1625.8824,6993.2839,8619.1663,U,0,,U,1,,2.48E-03,3.39E-03,1.18E-03,,,,,,,,
2961,mexico will pay for the wall - 100%!#makeamericagreatagain,01/09/2016 04:58,10186,21430,31616,0.060356116,0.053876357,0.062864309,1,0,1,58,LP,U,9.08E-02,5.91E-02,8.92E-02,,45346.68887,P,0,,,P,0,,10219.5864,35221.4452,45441.0316,P,0,,P,0,,7.80E-04,1.58E-06,1.25E-03,,,,,,,,
2962,.@hillaryclinton?s careless use of a secret server put national security at risk: #vpdebate#bigleaguetruth,05/10/2016 02:22,8888,22717,31605,0.052664948,0.057172714,0.062841952,1,1,1,106,LP,U,2.95E-02,1.33E-02,2.90E-02,,15210.43702,U,0,,,U,1,,2502.1032,11717.499,14219.6022,U,0,,U,1,,1.11E-03,1.55E-03,7.94E-04,,,,,,,,
2963,benghazi is just another hillary clinton failure. it justnever seems to work the way it's supposed to with clinton.,28/06/2016 20:24,7948,23599,31547,0.047095073,0.059431756,0.062724073,0,0,0,115,LP,U,1.42E-01,8.67E-02,1.43E-01,,70337.33572,P,0,,,P,0,,14870.2968,56226.633,71096.9298,P,0,,P,0,,6.28E-03,1.57E-03,6.98E-03,,,,,,,,
2964,under a trump administration it's called #americafirst!,01/09/2016 05:07,8581,22960,31541,0.050845851,0.057795103,0.062711878,1,0,1,55,LP,U,4.17E-02,3.00E-02,3.93E-02,,21211.94585,U,0,,,U,1,,5316.12,15738.9383,21055.0583,U,0,,U,1,,4.41E-04,4.35E-04,3.42E-04,,,,,,,,
2965,#crookedhillary ?was at center of negotiating $12m commitment from king mohammed vi of morocco? to clinton fdn.,21/10/2016 18:54,12036,19470,31506,0.071318105,0.048856264,0.062640744,1,0,1,111,LP,U,6.88E-02,4.86E-02,6.72E-02,,34539.65089,LP,1,,,U,1,,8450.2944,26631.9632,35082.2576,LP,1,,U,1,,3.79E-05,5.16E-04,3.36E-04,,,,,,,,
2966,the bernie sanders supporters are furious with the choice of tim kaine who represents the opposite of what bernie stands for. philly fight?,23/07/2016 10:31,7467,24020,31487,0.044244956,0.060510052,0.062602128,0,0,0,139,LP,U,6.90E-02,6.32E-02,4.76E-02,,34640.98354,LP,1,,,U,1,,10910.4528,18979.5156,29889.9684,LP,1,,U,1,,4.09E-05,3.59E-04,1.67E-04,,,,,,,,
2967,crooked hillary clinton wants completely open borders. millions of democrats will run from her over this and support me.,07/05/2016 00:16,8523,22941,31464,0.050502178,0.057746439,0.062555383,0,0,0,120,LP,U,1.23E-01,7.98E-02,1.11E-01,,61154.79113,P,0,,,P,0,,13707.6192,43732.841,57440.4602,P,0,,P,0,,3.65E-03,8.58E-04,2.84E-03,,,,,,,,
2968,clinton campaign dnc paid for research that led to the anti-trump fake news dossier. the victim here is the president. @foxnews,25/10/2017 11:21,7289,24172,31461,0.043190235,0.060899365,0.062549286,0,1,0,127,LP,U,2.92E-02,1.45E-02,2.79E-02,,15061.21129,U,0,,,U,1,,2704.308,11288.0249,13992.3329,U,0,,U,1,,1.11E-03,8.23E-04,1.09E-03,,,,,,,,
2969,$25 million+ raised online in just one week! record week. #draintheswamp today we set a bigger record. contribute,31/10/2016 18:20,9178,22251,31429,0.054383314,0.055979161,0.062484249,1,0,1,113,LP,U,9.78E-02,3.64E-02,9.45E-02,,48804.50698,P,0,,,P,0,,6394.5456,37290.7295,43685.2751,P,0,,P,0,,1.25E-03,3.23E-04,1.48E-03,,,,,,,,
2970,how much bad judgement was on display by the people in dnc in writing those really dumb e-mails using even religion against bernie!,25/07/2016 11:57,7098,24296,31394,0.042058484,0.061216963,0.062413115,0,0,0,131,LP,U,2.30E-01,1.48E-01,2.34E-01,,113985.0566,VP,0,,,P,0,,25199.592,91755.854,116955.446,VP,0,,P,0,,2.81E-02,1.12E-02,2.99E-02,,,,,,,,
2971,thank you colorado springs. get out vote #trumppence16 in november!,29/07/2016 22:25,7682,23698,31380,0.045518917,0.059685322,0.062384661,1,0,1,67,LP,U,6.69E-02,4.64E-02,6.20E-02,,33594.66033,LP,1,,,U,1,,8079.5856,24601.722,32681.3076,LP,1,,U,1,,2.04E-05,7.76E-07,5.36E-06,,,,,,,,
2972,wisconsin has suffered a great loss of jobs and trade but if i win all of the bad things happening in the u.s. will be rapidly reversed!,02/04/2016 11:15,8036,23342,31378,0.047616508,0.058773509,0.062380596,0,0,0,136,LP,U,1.32E-01,7.25E-02,1.24E-01,,65607.34232,P,0,,,P,0,,12477.54,48808.444,61285.984,P,0,,P,0,,4.85E-03,6.19E-04,4.25E-03,,,,,,,,
2973,today proves what i have always known that @reince priebus is the tough one and the smart one not debbie wasserman shultz (@dwstweets.),24/07/2016 20:20,7067,24301,31368,0.041874796,0.061229769,0.062360272,0,1,0,135,LP,U,7.45E-02,4.12E-02,7.28E-02,,37345.73532,LP,1,,,U,1,,7203.3648,28818.3768,36021.7416,LP,1,,U,1,,1.47E-04,4.55E-07,1.34E-04,,,,,,,,
2974,thank you for sharing amy.,16/10/2016 00:03,9508,21857,31365,0.056338696,0.05497002,0.062354175,1,0,0,26,LP,U,2.24E-02,1.55E-02,2.08E-02,,11722.73637,U,0,,,U,1,,2872.812,8515.9648,11388.7768,U,0,,U,1,,1.60E-03,1.67E-03,1.17E-03,,,,,,,,
2975,basically nothing hillary has said about her secret server has been true. #crookedhillary,10/10/2016 01:28,8173,23178,31351,0.048428288,0.058353461,0.062325721,0,0,1,89,LP,U,1.02E-01,7.92E-02,9.85E-02,,51022.71028,P,0,,,P,0,,13606.5168,38852.4535,52458.9703,P,0,,P,0,,1.57E-03,9.47E-04,1.61E-03,,,,,,,,
2976,unbelievable support in florida last night - thank you! #maga,12/08/2016 17:36,7574,23764,31338,0.044878974,0.059854366,0.0622993,1,0,1,61,LP,U,7.69E-02,1.75E-02,8.82E-02,,38524.23601,LP,1,,,U,1,,3209.82,34831.0142,38040.8342,LP,1,,U,1,,2.13E-04,7.50E-04,8.03E-04,,,,,,,,
2977,raised a lot of money for the republican party. there will be a big gasp when the figures are announced in the morning. lots of support! win,06/07/2016 04:23,6073,25238,31311,0.035984949,0.063629681,0.062244425,0,0,0,140,LP,U,8.46E-02,5.01E-02,1.04E-01,,42313.1577,LP,1,,,U,1,,8703.0504,40999.824,49702.8744,P,0,,P,0,,5.00E-04,1.99E-04,1.63E-03,,,,,,,,
2978,just landed in iowa - speaking soon!,29/10/2016 01:28,6283,25021,31304,0.037229283,0.063073885,0.062230198,0,0,0,36,LP,U,1.85E-01,1.16E-01,1.87E-01,,91694.60112,P,0,,,P,0,,19807.464,73405.597,93213.061,P,0,,P,0,,1.51E-02,6.20E-03,1.54E-02,,,,,,,,
2979,a great day in new hampshire and maine. fantastic crowds and energy! #maga,16/10/2016 00:03,8320,22979,31299,0.049299322,0.057843768,0.062220036,0,0,1,74,LP,U,6.03E-02,3.26E-02,6.02E-02,,30332.59548,LP,1,,,U,1,,5754.2304,23898.9462,29653.1766,LP,1,,U,1,,3.69E-06,2.79E-04,5.55E-06,,,,,,,,
2980,thank you las vegas nevada- i love you! departing for greeley colorado now. get out vote! #icymi- watch here:?,30/10/2016 19:05,8325,22954,31279,0.049328949,0.057779736,0.062179388,1,0,1,110,LP,U,7.78E-02,4.36E-02,7.12E-02,,38949.49441,LP,1,,,U,1,,7607.7744,28193.6872,35801.4616,LP,1,,U,1,,2.44E-04,3.28E-05,1.80E-04,,,,,,,,
2981,get your ballots in colorado - i will see you soon -- and we will win!#makeamericagreatagain,25/10/2016 21:36,8890,22353,31243,0.052676799,0.056240411,0.062106222,1,0,1,92,LP,U,8.21E-02,5.23E-02,8.07E-02,,41077.65235,LP,1,,,U,1,,9073.7592,31902.7817,40976.5409,LP,1,,U,1,,4.00E-04,1.42E-07,5.98E-04,,,,,,,,
2982,landing in new hampshire soon to talk about the massive drug problem there and all over the country.,15/10/2016 15:55,7424,23819,31243,0.043990164,0.059995236,0.062106222,0,0,0,100,LP,U,1.14E-01,6.87E-02,1.01E-01,,56956.66034,P,0,,,P,0,,11837.2248,39828.531,51665.7558,P,0,,P,0,,2.69E-03,6.11E-04,1.68E-03,,,,,,,,
2983,'president-elect donald j. trump intends to nominate congressman tom price and seema,29/11/2016 20:59,6688,24550,31238,0.03962907,0.061867526,0.06209606,1,0,0,84,LP,U,5.99E-02,4.22E-02,5.65E-02,,30171.78186,LP,1,,,U,1,,7371.8688,22454.3515,29826.2203,LP,1,,U,1,,4.82E-06,6.61E-06,2.88E-05,,,,,,,,
2984,joint press conference with prime minister saad hariri of lebanon beginning shortly. join us,25/07/2017 19:07,4586,26651,31237,0.027173881,0.067248758,0.062094027,1,0,0,92,LP,U,1.38E-01,3.54E-02,1.33E-01,,68422.46318,P,0,,,P,0,,6226.0416,52322.323,58548.3646,P,0,,P,0,,5.76E-03,6.77E-05,4.32E-03,,,,,,,,
2985,during the gop convention cnn cut away from the victims of illegal immigrant violence. they don?t want them heard.,01/08/2016 22:54,10634,20597,31231,0.063010695,0.051742818,0.062081833,1,0,0,114,LP,U,1.12E-01,6.40E-02,1.05E-01,,55753.25356,P,0,,,P,0,,11045.256,41390.255,52435.511,P,0,,P,0,,2.49E-03,9.79E-07,2.84E-03,,,,,,,,
2986,thank you colorado!,04/10/2016 02:20,8955,22251,31206,0.05306195,0.055979161,0.062031023,1,0,1,19,LP,U,4.03E-02,2.55E-02,2.41E-02,,20520.53619,U,0,,,U,1,,4557.852,9804.3871,14362.2391,U,0,,U,1,,4.72E-04,7.60E-04,1.02E-03,,,,,,,,
2987,i employ many people in the state of virginia - jobs jobs jobs! crooked hillary will sell us out just like her husband did with nafta.,14/07/2016 17:23,7394,23805,31199,0.043812402,0.059959378,0.062016796,0,0,0,134,LP,U,6.59E-02,3.88E-02,6.56E-02,,33127.45311,LP,1,,,U,1,,6798.9552,26007.2736,32806.2288,LP,1,,U,1,,1.51E-05,2.51E-05,3.18E-05,,,,,,,,
2988,{crooked hillary clinton} created this mess and she knows it. #draintheswamp,21/10/2016 22:30,11479,19719,31198,0.068017658,0.049494021,0.062014763,1,0,1,76,LP,U,4.33E-02,1.57E-02,3.83E-02,,21983.83838,U,0,,,U,1,,2906.5128,15348.5073,18255.0201,U,0,,U,1,,3.50E-04,2.74E-03,1.25E-04,,,,,,,,
2989,another health insurer is pulling back due to 'persistent financial losses on #obamacare plans.' only the beginning!,16/08/2016 18:59,9882,21303,31185,0.058554795,0.053551076,0.061988342,1,0,1,116,LP,U,1.42E-01,8.38E-02,1.28E-01,,70421.9299,P,0,,,P,0,,14381.6352,50370.168,64751.8032,P,0,,P,0,,6.40E-03,6.37E-04,5.54E-03,,,,,,,,
2990,one of the best produced including the incredible stage set in the history of conventions. great unity! big t.v. ratings! @karlrove,22/07/2016 14:06,5643,25531,31174,0.033437028,0.064380134,0.061965986,0,1,0,131,LP,U,6.94E-02,3.98E-02,6.45E-02,,34807.35282,LP,1,,,U,1,,6967.4592,25577.7995,32545.2587,LP,1,,U,1,,5.53E-05,4.05E-05,1.44E-08,,,,,,,,
2991,a former secret service agent for president clinton excoriates crooked hillary describing her as erratic violent. bad temperament for pres,07/06/2016 01:51,8799,22371,31170,0.052137588,0.056286514,0.061957856,0,0,0,138,LP,U,7.71E-02,4.04E-02,5.94E-02,,38615.19052,LP,1,,,U,1,,7068.5616,23586.6014,30655.163,LP,1,,U,1,,2.29E-04,1.38E-04,9.69E-06,,,,,,,,
2992,how can crooked hillary put her husband in charge of the economy when he was responsible for nafta the worst economic deal in u.s. history?,17/05/2016 14:21,8557,22609,31166,0.050703641,0.056896097,0.061949726,0,0,0,139,LP,U,1.67E-01,1.28E-01,1.65E-01,,82742.83191,P,0,,,P,0,,21829.512,64816.115,86645.627,P,0,,P,0,,1.10E-02,5.97E-03,1.17E-02,,,,,,,,
2993,moderator: hillary paid $225000 by a brazilian bank for a speech that called for ?open borders.? that?s a quote! #debate #bigleaguetruth,20/10/2016 01:29,10873,20264,31137,0.064426866,0.050889914,0.061890787,0,0,1,136,LP,U,7.39E-02,6.88E-02,7.91E-02,,37068.70369,LP,1,,,U,1,,11854.0752,31278.0921,43132.1673,LP,1,,U,1,,1.44E-04,1.91E-05,7.96E-04,,,,,,,,
